UniProtID,all_members_community,subclass
A0A6A3BD60,Community2,TIR-NLR
A0A6D2IYW7,Community2,TIR-NLR
A0A6P6GI40,Community2,TIR-NLR
A0A059B082,Community2,TIR-NLR
A0A059B125,Community2,TIR-NLR
A0A6P8CKT4,Community2,TIR-NLR
A0A6P5NUH2,Community2,TIR-NLR
A0A7N2LCR6,Community2,TIR-NLR
A0A6P8DLH1,Community2,TIR-NLR
A0A834D955,Community2,TIR-NLR
B9RBV1,Community2,TIR-NLR
A0A2K3NT39,Community2,TIR-NLR
B9S6Y9,Community2,TIR-NLR
D7MK98,Community2,TIR-NLR
M1BF53,Community2,TIR-NLR
U5GA93,Community2,TIR-NLR
V4TPP6,Community2,TIR-NLR
V4VPN9,Community2,TIR-NLR
A0A565C520,Community2,TIR-NLR
A0A565CMW1,Community2,TIR-NLR
Q9FMB7,Community2,TIR-NLR
A0A5A7TCH4,Community2,TIR-NLR
Q5DMW5,Community2,TIR-NLR
A0A5A7TY73,Community2,TIR-NLR
A0A833XJS7,Community2,TIR-NLR
A0A2I4GWF7,Community2,TIR-NLR
A0A2I4GWG3,Community2,TIR-NLR
A0A6J1D393,Community2,TIR-NLR
A0A833UAN2,Community2,TIR-NLR
Q19PJ7,Community2,TIR-NLR
W9R4X4,Community2,TIR-NLR
A0A5B6WJ54,Community2,TIR-NLR
A0A6P6GI50,Community2,TIR-NLR
A0A178UDP6,Community2,TIR-NLR
A0A3P6AZ89,Community2,TIR-NLR
A0A5D2AUG9,Community2,TIR-NLR
A0A2U1L207,Community2,TIR-NLR
A0A078IPQ9,Community2,TIR-NLR
A0A0D3AWX3,Community2,TIR-NLR
A0A2U1N0W2,Community2,TIR-NLR
A0A2U1PWL0,Community2,TIR-NLR
A0A3P6DTD1,Community2,TIR-NLR
A0A816KIY7,Community2,TIR-NLR
A0A7N2L9I8,Community2,TIR-NLR
A0A0R0FZ27,Community2,TIR-NLR
A0A7N2L9D1,Community2,TIR-NLR
A0A834D723,Community2,TIR-NLR
A0A6P9E892,Community2,TIR-NLR
A0A5D2B328,Community2,TIR-NLR
A0A2C9V7J0,Community2,TIR-NLR
A0A2P5YYB2,Community2,TIR-NLR
A0A5D2B8I6,Community2,TIR-NLR
A0A5J5PXC9,Community2,TIR-NLR
A0A5B6WKS2,Community2,TIR-NLR
A0A5D2TF85,Community2,TIR-NLR
A0A5D2B5N8,Community2,TIR-NLR
A0A5D2JA33,Community2,TIR-NLR
A0A1U8M9P4,Community2,TIR-NLR
A0A5D2J9R3,Community2,TIR-NLR
A0A5J5NE72,Community2,TIR-NLR
A0A5J5NEK8,Community2,TIR-NLR
A0A7J9F772,Community2,TIR-NLR
A0A5D2ERW3,Community2,TIR-NLR
A0A1U8P4A6,Community2,TIR-NLR
A0A5D2ESX5,Community2,TIR-NLR
A0A5D2ET89,Community2,TIR-NLR
A0A0D2Q918,Community2,TIR-NLR
A0A1U7YJN9,Community2,TIR-NLR
A0A1U8KJN2,Community2,TIR-NLR
A0A1U8KR55,Community2,TIR-NLR
A0A2P6PS56,Community2,TIR-NLR
A0A5D2DMJ9,Community2,TIR-NLR
A0A5D2ESM4,Community2,TIR-NLR
A0A5D2ETI4,Community2,TIR-NLR
A0A5D2HL96,Community2,TIR-NLR
A0A5D2M622,Community2,TIR-NLR
A0A5D2NIZ4,Community2,TIR-NLR
A0A5D2RMT0,Community2,TIR-NLR
A0A5J5WVC9,Community2,TIR-NLR
A0A5J5WWJ4,Community2,TIR-NLR
A0A6P5SWY2,Community2,TIR-NLR
A0A7N0TVP5,Community2,TIR-NLR
G7IW57,Community2,TIR-NLR
A0A067LDH4,Community2,TIR-NLR
A0A072U0A0,Community2,TIR-NLR
A0A1S4BXV2,Community2,TIR-NLR
A0A1U8P4D1,Community2,TIR-NLR
A0A5D2AS98,Community2,TIR-NLR
A0A5D2ATE1,Community2,TIR-NLR
A0A5D2ERA2,Community2,TIR-NLR
A0A5D2NIS6,Community2,TIR-NLR
A0A6A2XYJ7,Community2,TIR-NLR
A0A218XQ10,Community2,TIR-NLR
A0A2N9HD27,Community2,TIR-NLR
A0A3Q7HJP3,Community2,TIR-NLR
A0A444ZML5,Community2,TIR-NLR
A0A445C1C2,Community2,TIR-NLR
A0A6P5MRT7,Community2,TIR-NLR
A0A5D2ERX9,Community2,TIR-NLR
A0A1S3VUK5,Community2,TIR-NLR
A0A1U8ACZ2,Community2,TIR-NLR
A0A1U8MHU2,Community2,TIR-NLR
A0A5N5IFI9,Community2,TIR-NLR
A0A5D2ERY5,Community2,TIR-NLR
A0A1U8PXX5,Community2,TIR-NLR
A0A5D2EUC2,Community2,TIR-NLR
A0A6P5TFB0,Community2,TIR-NLR
A0A5D2IVA8,Community2,TIR-NLR
A0A1U8ME06,Community2,TIR-NLR
A0A5D2AVD6,Community2,TIR-NLR
A0A5D2IYJ9,Community2,TIR-NLR
M1NQG2,Community2,TIR-NLR
A0A5D2IX01,Community2,TIR-NLR
A0A2I4FV03,Community2,TIR-NLR
A0A5D2IXZ3,Community2,TIR-NLR
A0A7N2KNF3,Community2,TIR-NLR
A0A5D2T0B1,Community2,TIR-NLR
A0A061EY49,Community2,TIR-NLR
A0A5D2DMG6,Community2,TIR-NLR
A0A5J5PK79,Community2,TIR-NLR
W9QZ30,Community2,TIR-NLR
A0A5D2T2V8,Community2,TIR-NLR
A0A5D2ASE8,Community2,TIR-NLR
A0A5J5N928,Community2,TIR-NLR
A0A5D2AT06,Community2,TIR-NLR
A0A5D2SZR4,Community2,TIR-NLR
A0A5J5PIS5,Community2,TIR-NLR
A0A2U1KS80,Community2,TIR-NLR
A0A5J5TWA2,Community2,TIR-NLR
A0A5N5HX83,Community2,TIR-NLR
A0A6P8BT57,Community2,TIR-NLR
A0A6P8BTI0,Community2,TIR-NLR
A0A7N2LUS5,Community2,TIR-NLR
A0A7N2MHA6,Community2,TIR-NLR
B9RVW4,Community2,TIR-NLR
G7JY83,Community2,TIR-NLR
M1BKV7,Community2,TIR-NLR
A0A5D2IVE5,Community2,TIR-NLR
A0A1U8HR43,Community2,TIR-NLR
A0A2P5WRB2,Community2,TIR-NLR
A0A5D2SZ31,Community2,TIR-NLR
A0A5J5TUM4,Community2,TIR-NLR
V7C098,Community2,TIR-NLR
A0A0D3AJM3,Community2,TIR-NLR
A0A0D3DSD8,Community2,TIR-NLR
A0A178UDG2,Community2,TIR-NLR
A0A1P8BFL2,Community2,TIR-NLR
A0A397Y7H8,Community2,TIR-NLR
A0A6J0K6S1,Community2,TIR-NLR
D7LI65,Community2,TIR-NLR
D7LTW2,Community2,TIR-NLR
V4KUY9,Community2,TIR-NLR
A0A1U8N3V5,Community2,TIR-NLR
A0A067DJ08,Community2,TIR-NLR
A0A067JQ83,Community2,TIR-NLR
A0A0R0LCQ5,Community2,TIR-NLR
A0A2C9U3C3,Community2,TIR-NLR
A0A2H5QIV9,Community2,TIR-NLR
A0A540MC62,Community2,TIR-NLR
V4TXP4,Community2,TIR-NLR
V4TYW4,Community2,TIR-NLR
V4VQW8,Community2,TIR-NLR
A0A5D2ASF1,Community2,TIR-NLR
A0A5D2ESG3,Community2,TIR-NLR
A0A2P5Y4U7,Community2,TIR-NLR
A0A5D2XD67,Community2,TIR-NLR
A0A6M2EKC7,Community2,TIR-NLR
A0A6A4QNK1,Community2,TIR-NLR
Q19PN8,Community2,TIR-NLR
A0A5D2NHJ3,Community2,TIR-NLR
A0A059CKU5,Community2,TIR-NLR
A0A2N9GTW4,Community2,TIR-NLR
A0A5D2M6J6,Community2,TIR-NLR
A0A6A3C770,Community2,TIR-NLR
A0A6A2WT39,Community2,TIR-NLR
A0A6A2XA58,Community2,TIR-NLR
A0A6A3C8P1,Community2,TIR-NLR
A0A6A3CB87,Community2,TIR-NLR
A0A6A3CCB3,Community2,TIR-NLR
A0A6A3CD66,Community2,TIR-NLR
A0A7N2MLZ4,Community2,TIR-NLR
W9RLA5,Community2,TIR-NLR
A0A5D2NKC5,Community2,TIR-NLR
A0A5D2IWZ8,Community2,TIR-NLR
A0A5D2T2W8,Community2,TIR-NLR
A0A6J0L925,Community2,TIR-NLR
A0A6P9EFK6,Community2,TIR-NLR
A0A5D2DMG3,Community2,TIR-NLR
A0A6P9EVT9,Community2,TIR-NLR
A0A5D2SYY4,Community2,TIR-NLR
A0A5J5PK41,Community2,TIR-NLR
A0A251VQW2,Community2,TIR-NLR
A0A2G2V211,Community2,TIR-NLR
A0A2U1M6M4,Community2,TIR-NLR
A0A2U1PH00,Community2,TIR-NLR
A0A5N5I8R7,Community2,TIR-NLR
A0A5N6P154,Community2,TIR-NLR
A0A445JVV1,Community2,TIR-NLR
A0A0B2RHB6,Community2,TIR-NLR
Q2HUD1,Community2,TIR-NLR
A0A059C7U0,Community2,TIR-NLR
A0A1S2XRE4,Community2,TIR-NLR
A0A2Z6NAB8,Community2,TIR-NLR
G7L6L8,Community2,TIR-NLR
A0A5D2XCX5,Community2,TIR-NLR
A0A2U1MJY7,Community2,TIR-NLR
A0A6A5MRB7,Community2,TIR-NLR
A0A0A0LG09,Community2,TIR-NLR
A0A0B2PU82,Community2,TIR-NLR
A0A0S3SAK5,Community2,TIR-NLR
A0A151QSV0,Community2,TIR-NLR
A0A1S3V9J9,Community2,TIR-NLR
A0A218XQY7,Community2,TIR-NLR
A0A2K3L608,Community2,TIR-NLR
A0A3N7G4P4,Community2,TIR-NLR
A0A445FB89,Community2,TIR-NLR
A0A5D2NGU6,Community2,TIR-NLR
A0A5D2XDS1,Community2,TIR-NLR
A0A5J5TUX8,Community2,TIR-NLR
A0A6A2YFD7,Community2,TIR-NLR
A0A6P5SGY4,Community2,TIR-NLR
A0A6P5U1A9,Community2,TIR-NLR
A0A834CVN5,Community2,TIR-NLR
K7MIT6,Community2,TIR-NLR
U5FJZ2,Community2,TIR-NLR
V7CT51,Community2,TIR-NLR
A0A6P6FZG1,Community2,TIR-NLR
A0A5E4FLA1,Community2,TIR-NLR
A0A2I4EQX5,Community2,TIR-NLR
A0A151TFT2,Community2,TIR-NLR
A0A5J5PJ36,Community2,TIR-NLR
A0A5D2IWV0,Community2,TIR-NLR
A0A5D2NKM9,Community2,TIR-NLR
A0A0U1XN66,Community2,TIR-NLR
A0A0U1XNL1,Community2,TIR-NLR
A0A1U8MAF3,Community2,TIR-NLR
A0A1U8MHS9,Community2,TIR-NLR
A0A1U8PVN6,Community2,TIR-NLR
A0A1U8PYD9,Community2,TIR-NLR
A0A5D2ES68,Community2,TIR-NLR
A0A5D2ESY5,Community2,TIR-NLR
A0A5D2EU30,Community2,TIR-NLR
A0A5D2NN52,Community2,TIR-NLR
A0A5D2T0Y9,Community2,TIR-NLR
A0A5D2T2P0,Community2,TIR-NLR
A0A5J5NBD7,Community2,TIR-NLR
A0A5J5PI30,Community2,TIR-NLR
A0A5J5PIT4,Community2,TIR-NLR
A0A5J5PJ52,Community2,TIR-NLR
A0A5J5PMM4,Community2,TIR-NLR
A0A5J5TUK1,Community2,TIR-NLR
A0A5J5TW98,Community2,TIR-NLR
A0A5J5PWN4,Community2,TIR-NLR
A0A5D2B659,Community2,TIR-NLR
A0A5D2TEA3,Community2,TIR-NLR
A0A5J5PWB2,Community2,TIR-NLR
A0A5J5TVC4,Community2,TIR-NLR
A0A0D3EEG6,Community2,TIR-NLR
A0A392LXJ0,Community2,TIR-NLR
A0A5D2XCR6,Community2,TIR-NLR
A0A5D2AS90,Community2,TIR-NLR
A0A5D2SZL0,Community2,TIR-NLR
A0A5J5U8G0,Community2,TIR-NLR
A0A5D2B8K2,Community2,TIR-NLR
A0A5D2F4G9,Community2,TIR-NLR
A0A5D2JBB2,Community2,TIR-NLR
A0A5D2NVN9,Community2,TIR-NLR
A0A5D2XRI1,Community2,TIR-NLR
A0A5J5PXX0,Community2,TIR-NLR
A0A1U8M9X7,Community2,TIR-NLR
A0A5D2B4I4,Community2,TIR-NLR
A0A5D2NVS1,Community2,TIR-NLR
A0A445D4D2,Community2,TIR-NLR
A0A2C9VLT9,Community2,TIR-NLR
A0A2U1NQD3,Community2,TIR-NLR
A0A444YYX6,Community2,TIR-NLR
A0A5D2F357,Community2,TIR-NLR
A0A2Z6PUU0,Community2,TIR-NLR
A0A5D2XU30,Community2,TIR-NLR
A0A5D2NVX8,Community2,TIR-NLR
A0A5D2XU22,Community2,TIR-NLR
A0A5J5U844,Community2,TIR-NLR
A0A5D2TFI3,Community2,TIR-NLR
A0A5J5PW04,Community2,TIR-NLR
A0A059C9G9,Community2,TIR-NLR
A0A1U8HUK6,Community2,TIR-NLR
A0A5D2TD20,Community2,TIR-NLR
A0A5D2TDX1,Community2,TIR-NLR
A0A5D2TF75,Community2,TIR-NLR
A0A5J5PXR6,Community2,TIR-NLR
A0A5J5Q0B1,Community2,TIR-NLR
A0A565C2Z2,Community2,TIR-NLR
A0A5N5F0B0,Community2,TIR-NLR
A0A314KGK5,Community2,TIR-NLR
A0A1S3YDV2,Community2,TIR-NLR
A0A1U7WXN4,Community2,TIR-NLR
A0A5N5FL58,Community2,TIR-NLR
A0A5N5F7K9,Community2,TIR-NLR
A0A2U1NEU0,Community2,TIR-NLR
A0A2U1MXV0,Community2,TIR-NLR
A0A5D2F4J5,Community2,TIR-NLR
A0A5D2NXM3,Community2,TIR-NLR
A0A5N5G980,Community2,TIR-NLR
A0A251QDU7,Community2,TIR-NLR
A0A059C7U5,Community2,TIR-NLR
A0A0D2VSQ7,Community2,TIR-NLR
A0A3N7FUB4,Community2,TIR-NLR
A0A438FVU4,Community2,TIR-NLR
A0A445GIC0,Community2,TIR-NLR
A0A540N621,Community2,TIR-NLR
A0A540NS37,Community2,TIR-NLR
A0A5D2D925,Community2,TIR-NLR
A0A5N5G9T6,Community2,TIR-NLR
A0A5N5GES9,Community2,TIR-NLR
A0A5N5GEW4,Community2,TIR-NLR
A0A5N5I893,Community2,TIR-NLR
Q84ZU5,Community2,TIR-NLR
A0A251TS06,Community2,TIR-NLR
A0A078GCP0,Community2,TIR-NLR
A0A0D3E6J7,Community2,TIR-NLR
A0A251S1B1,Community2,TIR-NLR
A0A2P6REW3,Community2,TIR-NLR
A0A2U1LDR7,Community2,TIR-NLR
A0A2U1PEV7,Community2,TIR-NLR
A0A6D2L183,Community2,TIR-NLR
A0A6L2LU02,Community2,TIR-NLR
A0A816IRM9,Community2,TIR-NLR
A0A2P6SF47,Community2,TIR-NLR
A0A0B2PKW1,Community2,TIR-NLR
A0A2P6SFJ8,Community2,TIR-NLR
A0A2P6SFJ9,Community2,TIR-NLR
A0A445KEV2,Community2,TIR-NLR
A0A5N5GY88,Community2,TIR-NLR
A0A6P5T5W3,Community2,TIR-NLR
K7MBP2,Community2,TIR-NLR
A0A5N5GPE0,Community2,TIR-NLR
A0A067JSG7,Community2,TIR-NLR
A0A251PTI7,Community2,TIR-NLR
A0A2K1YE77,Community2,TIR-NLR
A0A2K1YG69,Community2,TIR-NLR
A0A396HJI9,Community2,TIR-NLR
A0A445HPZ7,Community2,TIR-NLR
A0A5E4G431,Community2,TIR-NLR
A0A6P9EEX0,Community2,TIR-NLR
G7JCM4,Community2,TIR-NLR
G7JCM5,Community2,TIR-NLR
G7JF25,Community2,TIR-NLR
G7KIG4,Community2,TIR-NLR
G7KSB9,Community2,TIR-NLR
A0A5N5GTL9,Community2,TIR-NLR
A0A061G8W3,Community2,TIR-NLR
A0A0S3T7T2,Community2,TIR-NLR
A0A151TFM6,Community2,TIR-NLR
A0A1U8KPM0,Community2,TIR-NLR
A0A1U8PX42,Community2,TIR-NLR
A0A2I4EXP8,Community2,TIR-NLR
A0A2I4HWW8,Community2,TIR-NLR
A0A2K1R8Z8,Community2,TIR-NLR
A0A2K1YE25,Community2,TIR-NLR
A0A2K2A8Z0,Community2,TIR-NLR
A0A3N7F899,Community2,TIR-NLR
A0A3N7F9C9,Community2,TIR-NLR
A0A3N7FPF7,Community2,TIR-NLR
A0A3N7FPG0,Community2,TIR-NLR
A0A3N7FPY8,Community2,TIR-NLR
A0A3N7FSB2,Community2,TIR-NLR
A0A445HPX7,Community2,TIR-NLR
A0A5D2DMH3,Community2,TIR-NLR
A0A5D2DMI2,Community2,TIR-NLR
A0A5D2HIQ2,Community2,TIR-NLR
A0A5D2HKI8,Community2,TIR-NLR
A0A5D2M626,Community2,TIR-NLR
A0A5D2M679,Community2,TIR-NLR
A0A5D2RQU7,Community2,TIR-NLR
A0A5D2W427,Community2,TIR-NLR
A0A5J5NEF0,Community2,TIR-NLR
A0A5J5SKY6,Community2,TIR-NLR
A0A5J5WUR0,Community2,TIR-NLR
A0A5N5G9P0,Community2,TIR-NLR
A0A5N5G9X8,Community2,TIR-NLR
A0A5N5GET4,Community2,TIR-NLR
A0A5N5GSZ1,Community2,TIR-NLR
A0A6A2XIX5,Community2,TIR-NLR
A0A6A2Y591,Community2,TIR-NLR
A0A6J1I7M5,Community2,TIR-NLR
A0A6J1I8R5,Community2,TIR-NLR
A0A6N2KIY0,Community2,TIR-NLR
A0A6N2LHN0,Community2,TIR-NLR
A0A6N2NBG2,Community2,TIR-NLR
A0A6P5RVH8,Community2,TIR-NLR
A0A5N5HCG8,Community2,TIR-NLR
A0A5N5HW16,Community2,TIR-NLR
A0A5N5F2R0,Community2,TIR-NLR
A0A438FGI3,Community2,TIR-NLR
A0A5N5HLN2,Community2,TIR-NLR
A0A3Q0FCJ7,Community2,TIR-NLR
A0A5N5HL51,Community2,TIR-NLR
A0A6P4AWS1,Community2,TIR-NLR
A0A5N5I5U5,Community2,TIR-NLR
A0A5N5I4S1,Community2,TIR-NLR
A0A540N2I2,Community2,TIR-NLR
A0A5N5FZ32,Community2,TIR-NLR
A0A5N5I4U6,Community2,TIR-NLR
A0A5N5I7P0,Community2,TIR-NLR
A0A5N5I8Y0,Community2,TIR-NLR
A0A5N5IIX7,Community2,TIR-NLR
D9ZJ23,Community2,TIR-NLR
G3MUF1,Community2,TIR-NLR
A0A1S3ZRV6,Community2,TIR-NLR
A0A1U7WQV7,Community2,TIR-NLR
A0A2P6QMH5,Community2,TIR-NLR
A0A0R0JM20,Community2,TIR-NLR
A0A2P6QM74,Community2,TIR-NLR
A0A5E4EVJ6,Community2,TIR-NLR
A0A0U1XRL6,Community2,TIR-NLR
A0A1J6I7L0,Community2,TIR-NLR
A0A2N9G555,Community2,TIR-NLR
A0A2P5EQD7,Community2,TIR-NLR
A0A444YGM2,Community2,TIR-NLR
A0A5D2IWC5,Community2,TIR-NLR
A0A5J5PMQ3,Community2,TIR-NLR
A0A6P5Y179,Community2,TIR-NLR
A0A7N2LJX9,Community2,TIR-NLR
M1BZB1,Community2,TIR-NLR
A0A833XJS6,Community2,TIR-NLR
A0A0A0LFP7,Community2,TIR-NLR
A0A1S3ZRX1,Community2,TIR-NLR
A0A251R180,Community2,TIR-NLR
A0A2P6QGG3,Community2,TIR-NLR
A0A2U1PSL5,Community2,TIR-NLR
A0A3Q7JEW8,Community2,TIR-NLR
A0A438FNP6,Community2,TIR-NLR
A0A438HEZ0,Community2,TIR-NLR
A0A5E4GNM4,Community2,TIR-NLR
A0A6P9ES45,Community2,TIR-NLR
A0A7N2M0X9,Community2,TIR-NLR
A0A7N2MP69,Community2,TIR-NLR
A0A833XNP3,Community2,TIR-NLR
A0A6A2Y1W2,Community2,TIR-NLR
A0A6A5LYX8,Community2,TIR-NLR
A0A4P1RJZ4,Community2,TIR-NLR
A0A6B9V4I7,Community2,TIR-NLR
A0A1S3VED4,Community2,TIR-NLR
A0A1U8PVP0,Community2,TIR-NLR
A0A2P6PKF0,Community2,TIR-NLR
A0A5D2ASB7,Community2,TIR-NLR
A0A5J5PJ78,Community2,TIR-NLR
A0A5J5PMP3,Community2,TIR-NLR
A0A816NSY1,Community2,TIR-NLR
A0A072UC09,Community2,TIR-NLR
A0A3N7GCA2,Community2,TIR-NLR
A0A067DCV5,Community2,TIR-NLR
A0A072UXW1,Community2,TIR-NLR
A0A218X308,Community2,TIR-NLR
A0A2K1WS54,Community2,TIR-NLR
A0A2K1WSP4,Community2,TIR-NLR
A0A2K1WSQ1,Community2,TIR-NLR
A0A5D2EUC8,Community2,TIR-NLR
A0A5E4GFJ9,Community2,TIR-NLR
A0A816IIX4,Community2,TIR-NLR
F4JT80,Community2,TIR-NLR
A0A445BNU9,Community2,TIR-NLR
A0A397Y9X2,Community2,TIR-NLR
K7K360,Community2,TIR-NLR
A0A445E8P1,Community2,TIR-NLR
A0A445E6D1,Community2,TIR-NLR
A0A5D2IWK1,Community2,TIR-NLR
A0A5D2IYF8,Community2,TIR-NLR
A0A5D2NHR4,Community2,TIR-NLR
A0A5D3A9V0,Community2,TIR-NLR
A0A7J6E9N7,Community2,TIR-NLR
W9RKT7,Community2,TIR-NLR
A0A7N2MTL7,Community2,TIR-NLR
A0A6D2KTW5,Community2,TIR-NLR
A0A0D3AFQ1,Community2,TIR-NLR
A0A5S9WR17,Community2,TIR-NLR
A0A6D2JWV1,Community2,TIR-NLR
A0A6J0N8V5,Community2,TIR-NLR
A0A6D2KWR3,Community2,TIR-NLR
A0A6J0KCA4,Community2,TIR-NLR
A0A816UQC9,Community2,TIR-NLR
A0A0D3DWS8,Community2,TIR-NLR
A0A397Y698,Community2,TIR-NLR
A0A3P5YRK4,Community2,TIR-NLR
A0A3P6FKX0,Community2,TIR-NLR
D1GEE8,Community2,TIR-NLR
A0A6J0L9J5,Community2,TIR-NLR
A0A816TDK5,Community2,TIR-NLR
D1GEJ1,Community2,TIR-NLR
A0A1J3DXW4,Community2,TIR-NLR
A0A3P6B4X7,Community2,TIR-NLR
A0A6J0LIB2,Community2,TIR-NLR
Q94BS4,Community2,TIR-NLR
A0A078G9X4,Community2,TIR-NLR
A0A078GTZ9,Community2,TIR-NLR
A0A078GWS4,Community2,TIR-NLR
A0A078HIA8,Community2,TIR-NLR
A0A078HKP2,Community2,TIR-NLR
A0A078HUD2,Community2,TIR-NLR
A0A087FXY1,Community2,TIR-NLR
A0A087GT43,Community2,TIR-NLR
A0A0B2PL70,Community2,TIR-NLR
A0A0D3AEV3,Community2,TIR-NLR
A0A0D3AIK8,Community2,TIR-NLR
A0A0D3AUL6,Community2,TIR-NLR
A0A0D3B0S4,Community2,TIR-NLR
A0A0D3D9I1,Community2,TIR-NLR
A0A0D3E4J4,Community2,TIR-NLR
A0A178VLB8,Community2,TIR-NLR
A0A178W4W6,Community2,TIR-NLR
A0A1J3H866,Community2,TIR-NLR
A0A2K3P9T3,Community2,TIR-NLR
A0A346XQC7,Community2,TIR-NLR
A0A346XQE1,Community2,TIR-NLR
A0A346XQL8,Community2,TIR-NLR
A0A346XQN1,Community2,TIR-NLR
A0A346XQN4,Community2,TIR-NLR
A0A346XQN5,Community2,TIR-NLR
A0A346XQN7,Community2,TIR-NLR
A0A397XTK0,Community2,TIR-NLR
A0A397XV09,Community2,TIR-NLR
A0A397XV27,Community2,TIR-NLR
A0A397XVJ3,Community2,TIR-NLR
A0A397Z8B0,Community2,TIR-NLR
A0A398AVT6,Community2,TIR-NLR
A0A3P5ZBG6,Community2,TIR-NLR
A0A3P6AL58,Community2,TIR-NLR
A0A3P6CRC1,Community2,TIR-NLR
A0A3P6G0R5,Community2,TIR-NLR
A0A3P6H0U2,Community2,TIR-NLR
A0A445KEL7,Community2,TIR-NLR
A0A5S9WTP1,Community2,TIR-NLR
A0A5S9WYJ4,Community2,TIR-NLR
A0A5S9YAJ5,Community2,TIR-NLR
A0A654EKV6,Community2,TIR-NLR
A0A654EMJ4,Community2,TIR-NLR
A0A654F5F2,Community2,TIR-NLR
A0A654G707,Community2,TIR-NLR
A0A6D2IT09,Community2,TIR-NLR
A0A6J0L2P0,Community2,TIR-NLR
A0A816JUB6,Community2,TIR-NLR
A0A816NX34,Community2,TIR-NLR
A0A816X6V6,Community2,TIR-NLR
A0A817ASE7,Community2,TIR-NLR
D1GEE4,Community2,TIR-NLR
D7MCA5,Community2,TIR-NLR
F4I270,Community2,TIR-NLR
M4DSB7,Community2,TIR-NLR
M4EG66,Community2,TIR-NLR
M4EZ36,Community2,TIR-NLR
P0DKH6,Community2,TIR-NLR
Q9FHM1,Community2,TIR-NLR
Q9M0M8,Community2,TIR-NLR
V4KPU4,Community2,TIR-NLR
V4KV35,Community2,TIR-NLR
V4LAG4,Community2,TIR-NLR
V4ME37,Community2,TIR-NLR
V4MFB1,Community2,TIR-NLR
X2L5Q7,Community2,TIR-NLR
A0A6N2KK17,Community2,TIR-NLR
A0A1P8B713,Community2,TIR-NLR
A0A178UTN8,Community2,TIR-NLR
A0A5S9XQF3,Community2,TIR-NLR
A0A654FMC6,Community2,TIR-NLR
F4JWL8,Community2,TIR-NLR
Q9SW60,Community2,TIR-NLR
A0A6J1D4F5,Community2,TIR-NLR
A0A2P5WPY2,Community2,TIR-NLR
A0A5D2ES33,Community2,TIR-NLR
A0A5D2IVA1,Community2,TIR-NLR
A0A5D2NHY1,Community2,TIR-NLR
A0A5J5PL24,Community2,TIR-NLR
A0A5J5PM10,Community2,TIR-NLR
A0A5J5TVF4,Community2,TIR-NLR
A0A6P5Y1E1,Community2,TIR-NLR
A0A6P3YY48,Community2,TIR-NLR
A0A6P5NDJ8,Community2,TIR-NLR
A0A6P5RAU6,Community2,TIR-NLR
A0A540NS11,Community2,TIR-NLR
D7MRH5,Community2,TIR-NLR
A0A072TIW0,Community2,TIR-NLR
A0A5S9YAJ8,Community2,TIR-NLR
A0A6P5S1M1,Community2,TIR-NLR
A0A251MRR0,Community2,TIR-NLR
A0A6P5RG28,Community2,TIR-NLR
A0A2P6QMM8,Community2,TIR-NLR
A0A0L9ULN4,Community2,TIR-NLR
A0A540MHG4,Community2,TIR-NLR
A5BM76,Community2,TIR-NLR
A0A0B2SKF3,Community2,TIR-NLR
A0A251MRN9,Community2,TIR-NLR
A0A251MRW2,Community2,TIR-NLR
A0A251MRW4,Community2,TIR-NLR
A0A251MV86,Community2,TIR-NLR
G3MUE7,Community2,TIR-NLR
A0A6P5SM85,Community2,TIR-NLR
A0A6P5T1S8,Community2,TIR-NLR
A0A251N6B5,Community2,TIR-NLR
A0A251N8H2,Community2,TIR-NLR
A0A2P6PUG3,Community2,TIR-NLR
A0A5E4GJ83,Community2,TIR-NLR
A0A5N5IKT1,Community2,TIR-NLR
A0A6P5RRJ5,Community2,TIR-NLR
A0A6P5RWS7,Community2,TIR-NLR
A2Q6C2,Community2,TIR-NLR
A0A6P5T5V7,Community2,TIR-NLR
A0A072U5T2,Community2,TIR-NLR
A0A1J6KSF3,Community2,TIR-NLR
A0A5N5HLM3,Community2,TIR-NLR
A0A1R3HZA6,Community2,TIR-NLR
A0A2K1WPK1,Community2,TIR-NLR
A0A5D2ERB0,Community2,TIR-NLR
A0A6P5RBG4,Community2,TIR-NLR
A0A6P5TFG6,Community2,TIR-NLR
I1KEB4,Community2,TIR-NLR
A0A2Z6MP46,Community2,TIR-NLR
A0A3Q0F8N5,Community2,TIR-NLR
A0A6P5WYK9,Community2,TIR-NLR
A0A6P5X0A2,Community2,TIR-NLR
Q5DMV2,Community2,TIR-NLR
A0A0A0KUR4,Community2,TIR-NLR
A0A5A7TD17,Community2,TIR-NLR
A0A6P5XIN4,Community2,TIR-NLR
A0A6P6B4N0,Community2,TIR-NLR
A0A6P5X034,Community2,TIR-NLR
A0A540LVE4,Community2,TIR-NLR
A0A0S3SBB2,Community2,TIR-NLR
A0A251TRS6,Community2,TIR-NLR
A0A6P5Y166,Community2,TIR-NLR
A0A251QC26,Community2,TIR-NLR
A0A2U1MEA5,Community2,TIR-NLR
A0A6B9V431,Community2,TIR-NLR
A0A6P5RXD8,Community2,TIR-NLR
A0A7N2LM23,Community2,TIR-NLR
G3MUE5,Community2,TIR-NLR
A0A6P9EW73,Community2,TIR-NLR
